id,Class,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation
4633,1,5299,141.5884317,48.75528093,0.93884315,5431,82.13949323,0.507129869,317.46,0.660732638,2.904063498
4634,1,6272,153.3942905,52.8186523,0.938847736,6381,89.36307081,0.478851733,340.936,0.678063225,2.904168959
4635,1,6957,161.5694913,55.63343589,0.9388482,7112,94.11656343,0.714711321,361.745,0.66807742,2.904179631
4636,1,6291,154.537456,53.21140262,0.938849822,6496,89.49832387,0.4798627,350.181,0.644680289,2.904216924
4637,1,5980,150.3040879,51.75215467,0.938853691,6105,87.25807973,0.463027487,337.827,0.658449292,2.904305895
4638,1,5661,145.3828474,50.05733691,0.938854584,5794,84.89881662,0.792857143,328.176,0.66052519,2.904326446
4639,1,6224,152.2267231,52.41310905,0.938856197,6346,89.02046353,0.48315479,339.141,0.680015568,2.904363544
4640,1,5270,140.9082799,48.51564554,0.938857279,5423,81.9144212,0.504354484,316.874,0.659549305,2.904388436
4641,1,5375,142.494815,49.06155253,0.938858173,5519,82.72643201,0.617106774,318.832,0.664453396,2.904409006
4642,1,6292,153.8778613,52.98051761,0.938858804,6509,89.50543679,0.480305344,352.098,0.63778083,2.904423517
4643,1,7370,166.7127483,57.39885221,0.938860449,7591,96.86988926,0.506424792,375.79,0.655823408,2.90446136
4644,0,6401,120.0275153,69.13900082,0.817431188,6582,90.27738546,0.616726082,312.458,0.823899794,1.736031962
4645,0,7340,128.7641469,74.1480048,0.817559903,7491,96.67253104,0.620351589,328.858,0.8528823,1.736582761
4646,1,5890,149.3361996,51.41338292,0.938867226,5985,86.59896604,0.465391909,334.263,0.662443046,2.904617264
4647,1,6122,152.5040903,52.50387283,0.938867586,6309,88.28800877,0.474022455,341.662,0.659037052,2.904625547
4648,1,5933,149.1516354,51.34932923,0.938868485,6083,86.91449947,0.733012108,333.726,0.66942839,2.904646227
4649,1,6862,160.8942994,55.39194951,0.938868707,7081,93.47175914,0.666472417,371.563,0.624590906,2.904651322
4650,1,6125,152.3067218,52.43525247,0.938869201,6292,88.30963827,0.508045786,342.511,0.656095274,2.904662696
4651,1,5890,148.667362,51.18140471,0.938871447,6018,86.59896604,0.670537341,332.32,0.670212001,2.904714374
4652,1,5969,149.9176081,51.60854681,0.938879463,6116,87.1777887,0.480750644,335.791,0.665232317,2.904898845
4653,1,5789,147.381428,50.73330782,0.938884859,5920,85.85326857,0.479063224,331.813,0.660733945,2.905023039
4654,1,7443,166.5985442,57.34760487,0.9388867,7624,97.34845624,0.503041363,383.93,0.634532375,2.905065426
4655,1,6179,152.7491149,52.58024721,0.938886747,6346,88.69806732,0.777232704,343.748,0.65712456,2.905066504
4656,1,6244,152.9337959,52.64212419,0.938890811,6386,89.16337655,0.491653543,342.472,0.66899461,2.905160046
4657,1,6715,159.6080073,54.93559505,0.938899754,6934,92.46514772,0.728150076,363.837,0.637444175,2.905365949
4658,1,6529,156.7409564,53.94785814,0.938901916,6694,91.17555038,0.566753472,350.441,0.668077293,2.905415744
4659,1,5544,144.4820448,49.72852459,0.938901922,5654,84.01690328,0.786382979,320.717,0.677312552,2.905415876
4660,1,5858,149.253443,51.37039265,0.938902842,6020,86.36340228,0.673333333,333.519,0.661786756,2.905437068
4661,1,5072,138.2109009,47.569421,0.938903702,5204,80.36087961,0.488914594,307.612,0.67356973,2.905456867
4662,1,6077,151.1839824,52.03384131,0.938905289,6252,87.96292806,0.564567075,340.913,0.657070509,2.905493399
4663,1,5940,149.2570101,51.36978079,0.93890736,6070,86.96575703,0.792316927,332.41,0.675535456,2.905541115
4664,1,6507,156.246714,53.77340803,0.938912097,6699,91.02180902,0.550228311,351.351,0.662381635,2.905650203
4665,1,6581,157.693705,54.2706071,0.93891394,6755,91.5379126,0.487734381,352.272,0.666416137,2.905692666
4666,1,5977,150.5669257,51.81687672,0.93891646,6198,87.2361895,0.464196956,340.754,0.646861338,2.905750699
4667,1,5729,146.8894927,50.55080228,0.938917717,5903,85.40719731,0.647710571,333.247,0.648270396,2.905779653
4668,1,6062,151.9429252,52.28906494,0.938919729,6273,87.85430052,0.466451216,342.939,0.647727061,2.905826014
4669,1,5383,142.1840275,48.93062033,0.938919869,5540,82.78797298,0.540678988,320.619,0.658045212,2.905829244
4670,0,6508,121.5700852,69.78053106,0.818859322,6688,91.0288029,0.627337575,314.42,0.827250582,1.742177701
4671,1,5706,146.8656868,50.54134061,0.938920884,5931,85.23558437,0.582244898,336.72,0.632417393,2.905852615
4672,1,6415,155.9025544,53.65108553,0.938921213,6618,90.376057,0.657948718,349.629,0.659464814,2.905860205
4673,1,5079,139.1224661,47.8763376,0.938921686,5244,80.41631456,0.583122847,319.651,0.624648846,2.905871107
4674,0,7031,126.473563,72.50867138,0.819337915,7157,94.61578747,0.651018519,326.458,0.829033978,1.744254315
4675,1,6587,157.5762422,54.22600037,0.938923667,6757,91.57963137,0.609907407,351.846,0.668639904,2.905916739
4676,1,6288,153.2471267,52.7340037,0.938929019,6490,89.47698172,0.708108108,354.054,0.630352365,2.906040049
4677,1,4229,126.1136164,43.39571203,0.938932958,4339,73.37935701,0.846138455,281.408,0.671080578,2.906130825
4678,1,5775,147.4066117,50.72077939,0.93893757,5932,85.74939283,0.577038369,329.203,0.669629047,2.906237118
4679,1,5344,142.3731607,48.98868109,0.938937957,5464,82.4875271,0.484057971,320.234,0.654849399,2.906246045
4680,1,6278,153.6956417,52.8836798,0.938940137,6437,89.40580441,0.530594997,344.711,0.663927857,2.906296277
4681,1,6206,152.1451011,52.34959094,0.938941529,6374,88.89164536,0.674711894,338.886,0.679069742,2.906328366
4682,1,6247,153.0944268,52.67562224,0.938942988,6406,89.18479375,0.485015528,351.479,0.635451788,2.906362001
4683,1,5811,149.4654233,51.42594529,0.938945527,6077,86.01624843,0.531461496,343.245,0.619801039,2.906420533
4684,0,6474,121.4601124,69.51707434,0.820013006,6775,90.79070885,0.634705882,320.653,0.791246759,1.747198275
4685,1,6526,156.8426625,53.9631336,0.938948022,6693,91.15460092,0.50585226,350.924,0.665933391,2.906478035
4686,1,5693,146.3080811,50.3369656,0.938952154,5819,85.13843273,0.540645774,321.901,0.690408924,2.906573317
4687,1,6345,155.3608993,53.44722227,0.938962402,6540,89.88161609,0.468196576,350.142,0.65035888,2.906809609
4688,1,7056,163.5968997,56.27977514,0.93896418,7258,94.78385004,0.742815033,370.288,0.646679599,2.906850629
4689,1,5350,141.6581831,48.73234391,0.938964659,5445,82.53382073,0.785494054,315.812,0.674072159,2.906861681
4690,1,7113,164.0706297,56.44225292,0.93896528,7290,95.1659229,0.478217023,367.285,0.662607411,2.906875988
4691,1,5732,147.4142914,50.711385,0.938967489,5940,85.42955619,0.514773238,331.9,0.65388525,2.906926944
4692,1,6200,152.4939653,52.45786998,0.938969778,6342,88.84866447,0.765432099,340.424,0.672297061,2.906979741
4693,1,5516,144.0707849,49.55830319,0.938974853,5637,83.80447082,0.60087146,322.272,0.667404258,2.907096805
4694,1,5863,149.1480598,51.30398456,0.938976889,6028,86.40025145,0.690089454,333.461,0.662582043,2.907143785
4695,1,5644,145.4118769,50.01773026,0.938979613,5765,84.77124507,0.516755173,322.762,0.680819636,2.907206628
4696,1,6282,154.2146326,53.04441175,0.938982528,6497,89.43428213,0.7564118,351.109,0.640359523,2.907273878
4697,1,5080,139.6862775,48.04435245,0.938989912,5325,80.42423072,0.713082538,320.874,0.620018317,2.907444276
4698,1,6366,155.8487677,53.59846352,0.939001408,6610,90.03023349,0.707333333,352.689,0.643120967,2.907709614
4699,1,6761,159.8624935,54.97761135,0.939004216,6961,92.7813158,0.466597654,363.595,0.642665513,2.907774448
4700,1,6572,157.9401732,54.3164722,0.939004315,6782,91.47529879,0.675575658,353.913,0.659347536,2.907776717
4701,1,6076,151.1918123,51.99366306,0.939009188,6235,87.9556904,0.666666667,339.391,0.662867897,2.90788922
4702,1,6842,160.2587099,55.11136264,0.939009952,6982,93.33544324,0.66029724,359.686,0.664577855,2.907906868
4703,1,5501,144.8967623,49.82814399,0.93901096,5649,83.6904459,0.467533571,329.936,0.635026866,2.907930152
4704,1,6528,157.1270206,54.0328808,0.939013507,6690,91.16856776,0.551165147,351.325,0.664617695,2.907988956
4705,1,6338,154.8916561,53.26351255,0.939015092,6588,89.83202232,0.54637931,360.242,0.613724426,2.908025564
4706,1,6024,151.2399115,52.00666949,0.939017746,6264,87.57850774,0.589432485,341.914,0.647531738,2.908086847
4707,1,6670,159.2410546,54.75511761,0.939024402,6917,92.15480326,0.596921425,363.326,0.634954701,2.908240572
4708,1,6730,158.5663032,54.52169303,0.93902766,6916,92.56836466,0.702798663,353.706,0.675989693,2.908315835
4709,1,4555,131.0683522,45.06672444,0.939027741,4660,76.15514511,0.772688719,293.723,0.663471596,2.908317697
4710,1,6981,162.1844093,55.76512482,0.939029068,7169,94.27876358,0.807986111,363.663,0.663329433,2.908348359
4711,1,6369,155.1498617,53.34604563,0.939029862,6545,90.05144452,0.577949183,349.192,0.656375772,2.908366681
4712,1,5878,149.568942,51.42532878,0.939034263,6059,86.51070479,0.671004566,336.422,0.652635463,2.908468367
4713,1,6062,151.5066285,52.09067184,0.939036388,6205,87.85430052,0.758508509,339.556,0.660697979,2.908517458
4714,1,5579,145.6781585,50.08570893,0.93903898,5744,84.28169089,0.555124378,323.984,0.667911774,2.908577349
4715,1,6491,156.343657,53.74902079,0.939047412,6673,90.90983382,0.489295945,350.427,0.664242029,2.908772192
4716,1,6691,159.525402,54.84276341,0.939047646,6882,92.29976053,0.643118032,357.734,0.657022824,2.908777605
4717,1,6477,156.9222163,53.94745147,0.93904851,6687,90.81174225,0.676378446,350.812,0.661355363,2.90879758
4718,1,6598,157.8385335,54.26157884,0.939050571,6777,91.65606644,0.540775346,354.163,0.661021826,2.908845206
4719,1,6889,160.5483951,55.19114744,0.939055188,7028,93.65547087,0.479601782,358.949,0.671893676,2.908951934
4720,1,6575,157.2682015,54.06340854,0.939055464,6696,91.49617482,0.826420312,351.961,0.666985719,2.90895831
4721,1,5670,146.0175977,50.19545434,0.939056424,5787,84.96627695,0.591549296,324.712,0.675765858,2.908980497
4722,1,5721,147.3724222,50.66022323,0.939058833,5857,85.34754499,0.468780728,328.928,0.66447726,2.909036179
4723,1,6029,150.7178735,51.80990751,0.939059649,6161,87.61484586,0.481242018,337.346,0.665739029,2.909055057
4724,1,6283,154.0796125,52.96168852,0.939068751,6449,89.44140014,0.615256561,348.529,0.649978638,2.909265486
4725,1,6297,153.9024407,52.89943899,0.939071962,6423,89.54099292,0.476720418,347.22,0.656347888,2.909339752
4726,1,6480,156.9964701,53.95889177,0.939081355,6657,90.83277079,0.486048605,350.246,0.663801916,2.909556979
4727,1,6762,159.918952,54.9626351,0.939082954,6939,92.78817706,0.480255682,358.558,0.660946332,2.909593975
4728,1,5500,143.9409354,49.46967053,0.939086694,5639,83.68283872,0.674019608,320.816,0.671522416,2.909680494
4729,1,4276,126.9672103,43.63611677,0.939086746,4387,73.78598982,0.469477383,284.639,0.663221735,2.909681697
4730,1,4678,133.4129352,45.85048515,0.939089214,4828,77.1765158,0.515482094,297.099,0.66598999,2.909738791
4731,1,5736,147.5418181,50.70409252,0.93909446,5872,85.45935893,0.785753425,328.499,0.667960687,2.909860147
4732,1,6029,151.1363295,51.93896176,0.93909547,6213,87.61484586,0.621418264,344.544,0.638213175,2.909883532
4733,1,6237,155.2580597,53.35371302,0.939099495,6657,89.11338306,0.558270677,352.658,0.630199607,2.909976662
4734,1,6264,153.6904302,52.81247404,0.939105519,6410,89.30606087,0.802768166,345.113,0.660904905,2.910116086
4735,1,6041,150.8740158,51.84389298,0.93910741,6172,87.70199593,0.490261321,335.692,0.673653727,2.91015985
4736,1,7039,163.01719,56.01394952,0.939113305,7227,94.66959995,0.524906786,366.023,0.660243412,2.910296299
4737,1,5150,139.787918,48.03118394,0.93911595,5273,80.97643889,0.474741888,314.901,0.652632975,2.910357533
4738,1,6399,155.6089246,53.46535242,0.939120501,6584,90.26328072,0.623198286,352.946,0.645513673,2.910462898
4739,0,7979,135.3708117,76.86496009,0.823159344,8160,100.7927494,0.636283892,351.881,0.809779343,1.761151135
4740,1,6284,154.2458429,52.9954276,0.939124264,6606,89.44851759,0.598020556,359.521,0.610938528,2.910550021
4741,1,5892,149.7129023,51.43720508,0.939126232,6068,86.6136675,0.515034965,336.879,0.652416181,2.91059559
4742,1,6168,152.6053891,52.43097741,0.939126246,6310,88.61908097,0.645525903,345.966,0.647570995,2.910595923
4743,1,4437,129.1198129,44.35972172,0.939132659,4541,75.16225023,0.755234043,286.61,0.678760584,2.910744429
4744,1,6001,150.7795318,51.79933881,0.939136739,6158,87.4111578,0.492571616,339.526,0.65416517,2.910838926
4745,1,6687,158.8663781,54.57748479,0.939136827,6943,92.27216718,0.529118531,368.198,0.619838199,2.910840958
4746,1,6379,155.2937278,53.34981675,0.939137552,6549,90.12211191,0.523169031,348.183,0.661222069,2.910857754
4747,1,6522,157.1832457,53.99603875,0.939144314,6750,91.12666081,0.803994083,352.829,0.65835799,2.911014388
4748,1,6093,151.7266805,52.12120452,0.939145228,6233,88.07864977,0.727175081,338.588,0.6678792,2.911035573
4749,1,6986,162.2113501,55.72004247,0.939151676,7155,94.31252016,0.763914708,361.919,0.670217369,2.911184969
4750,1,5932,150.1101042,51.56321286,0.939151721,6159,86.9071745,0.484798954,342.364,0.635967354,2.911186015
4751,1,6235,152.6814509,52.44647036,0.939151738,6370,89.09909406,0.528748304,342.064,0.669624881,2.911186394
4752,1,5983,149.7889294,51.45023625,0.939158197,6134,87.27996446,0.485554293,338.841,0.65484265,2.911336085
4753,1,6209,153.3544525,52.67453175,0.93915917,6375,88.91312801,0.800954592,349.48,0.638832305,2.911358628
4754,1,5192,139.8735997,48.04399708,0.939159434,5329,81.3059636,0.62584378,314.391,0.6600918,2.911364752
4755,1,6418,155.3009137,53.33929017,0.939168158,6526,90.39718689,0.528230453,343.445,0.683746601,2.911566938
4756,1,5704,147.1494478,50.53866593,0.939170495,5857,85.22064517,0.728480204,329.392,0.660637598,2.911621133
4757,1,6445,155.4832329,53.39945101,0.939173939,6574,90.58713411,0.484222389,348.402,0.667223766,2.911700963
4758,1,6530,156.588302,53.77689895,0.939178794,6690,91.18253247,0.692911715,351.193,0.665321171,2.91181353
4759,1,6256,153.9355107,52.86552138,0.939179586,6436,89.24901451,0.486318408,344.705,0.661624286,2.911831883
4760,1,6334,155.2153194,53.30479856,0.939180158,6484,89.80367073,0.476814213,349,0.653487176,2.911845155
4761,1,6039,150.4888967,51.67733629,0.939190585,6143,87.68747693,0.482811001,333.269,0.683258522,2.912086952
4762,1,4351,129.6505792,44.51948933,0.939196351,4523,74.43027112,0.743760684,293.35,0.635370084,2.912220718
4763,1,6210,153.3253905,52.64818926,0.939198188,6393,88.92028775,0.612244898,343.485,0.661433081,2.912263321
4764,0,8326,138.0889453,78.3971015,0.823215501,8526,102.9611211,0.61519137,355.902,0.826010206,1.761403708
4765,1,6681,158.8095862,54.53073278,0.939199558,6863,92.23076167,0.593972262,357.412,0.657223489,2.912295106
4766,1,6768,159.8110957,54.8741144,0.939200721,6951,92.82933393,0.564,358.786,0.660692288,2.912322093
4767,1,6679,159.3655278,54.719957,0.93920339,6948,92.2169557,0.524748586,362.632,0.638247404,2.912384009
4768,1,6483,156.5286582,53.74495027,0.939205575,6651,90.85379446,0.473730362,353.474,0.652035042,2.912434702
4769,1,5397,142.6155958,48.96683283,0.939208121,5510,82.89555973,0.768803419,316.987,0.674962087,2.912493774
4770,1,5830,148.5332765,50.99821231,0.93920922,5970,86.15675566,0.515473033,331.14,0.668121011,2.912519278
4771,1,6608,158.1109299,54.28572668,0.939211367,6786,91.72549761,0.620469484,354.873,0.659377286,2.912569096
4772,1,5810,148.6183291,51.02419319,0.939217144,6021,86.00884696,0.53976217,334.372,0.653019561,2.912703167
4773,1,6603,158.5956508,54.44508377,0.939227655,6806,91.6907886,0.809786608,355.293,0.657321533,2.912947136
4774,0,8109,135.9961017,77.12387702,0.823646479,8235,101.6105283,0.737181818,346.983,0.84637099,1.76334628
4775,1,6228,153.1776007,52.58475281,0.93922847,6379,89.04906448,0.545311269,342.907,0.665588434,2.91296607
4776,1,5150,139.0024122,47.71843228,0.939228685,5274,80.97643889,0.553168636,311.836,0.665525333,2.912971059
4777,1,6008,150.8282973,51.77794679,0.939229215,6155,87.46212429,0.608898348,337.911,0.661203477,2.912983359
4778,1,5936,150.0841124,51.52208667,0.939230161,6100,86.9364707,0.48747639,333.979,0.668752527,2.913005316
4779,1,5430,143.3235789,49.20121413,0.939230319,5581,83.14860629,0.702639752,319.063,0.67028084,2.913008985
4780,1,5479,143.4209372,49.2345034,0.939230657,5616,83.52292778,0.477098572,322.144,0.663454388,2.913016834
4781,1,6193,152.6832756,52.41307152,0.939233217,6330,88.7984938,0.809542484,339.895,0.673629957,2.913076284
4782,1,6241,153.8650321,52.81735986,0.939236507,6425,89.1419542,0.518355482,344.471,0.660934946,2.913152656
4783,1,5686,146.0198397,50.12025068,0.939246729,5831,85.08607437,0.506638154,329.205,0.659301212,2.913390051
4784,1,6280,154.0259597,52.86732212,0.939249033,6462,89.4200444,0.652806653,343.6,0.66844118,2.913443571
4785,1,5743,147.17063,50.51222424,0.939254245,5897,85.51148873,0.738554527,329.359,0.665287877,2.913564631
4786,1,6672,159.1131774,54.60977304,0.939257456,6937,92.16861853,0.552821278,359.67,0.648123057,2.913639236
4787,1,6542,157.7878698,54.15474997,0.939257826,6684,91.26627582,0.471495496,356.393,0.647235118,2.913647831
4788,1,6563,158.8635708,54.52280592,0.939260444,6843,91.41264208,0.466752009,356.5,0.648923049,2.913708642
4789,1,5724,146.4427716,50.2598042,0.93926074,5831,85.36991949,0.4843869,323.088,0.689077125,2.913715521
4790,1,4097,126.1286354,43.28780393,0.939261027,4347,72.22508162,0.649595687,287.148,0.62440193,2.913722202
4791,1,4994,136.8104014,46.95271272,0.939263997,5117,79.74056864,0.604893411,305.409,0.672813567,2.913791205
4792,1,6781,160.7693722,55.17449199,0.939265887,7025,92.91844463,0.519060012,368.62,0.627113022,2.913835115
4793,1,6857,160.7310639,55.16054297,0.93926771,7055,93.43769881,0.586469381,363.251,0.653025855,2.913877479
4794,0,7056,127.5469752,72.32218861,0.823701311,7228,94.78385004,0.750798042,330.707,0.810740113,1.763593963
4795,0,7957,135.2393149,76.51376842,0.824566037,8191,100.6536987,0.659784411,350.707,0.812962201,1.767516065
4796,1,5204,139.807449,47.97824172,0.939271953,5313,81.39986849,0.481183541,311.469,0.674089395,2.913976087
4797,1,5226,139.8514406,47.99279615,0.939273369,5308,81.57174671,0.478571429,311.056,0.678737905,2.914009014
4798,1,5284,141.2136476,48.45996714,0.939274139,5434,82.02315377,0.553530275,319.635,0.649926157,2.914026895
4799,1,5280,141.9082015,48.69683272,0.939277957,5448,81.99210204,0.615671642,317.823,0.656860492,2.914115633
4800,1,4100,126.4341222,43.38585592,0.939280655,4470,72.25151994,0.740740741,289.176,0.616125564,2.914178354
4801,1,6660,158.4982176,54.38854928,0.93928088,6809,92.08569578,0.659536542,354.6,0.665589758,2.914183587
4802,1,6542,156.6489684,53.75342055,0.939282187,6674,91.26627582,0.753686636,348.86,0.675488642,2.914213957
4803,0,6532,122.8303487,69.43504678,0.824890689,6765,91.19649503,0.661803445,319.294,0.805145787,1.768996414
4804,1,6105,153.0919029,52.5293264,0.939290544,6316,88.16534138,0.614927478,346.106,0.64043827,2.914408264
4805,1,6507,156.462023,53.68548621,0.939291023,6669,91.02180902,0.606543624,350.622,0.665138896,2.91441941
4806,1,6225,154.8367924,53.12711754,0.939292715,6516,89.02761463,0.604662458,345.279,0.656158697,2.914458747
4807,1,6966,162.0857251,55.61419381,0.939293064,7178,94.17742123,0.587550607,368.04,0.646254068,2.914466865
4808,1,5474,143.9816605,49.39981078,0.939299636,5622,83.48480861,0.638888889,323.09,0.658973006,2.914619677
4809,1,6184,152.656113,52.37207196,0.939309028,6296,88.73394697,0.493141946,339.526,0.674113882,2.914838143
4810,1,6950,161.8057701,55.51072189,0.939309803,7141,94.06920238,0.52891933,364.642,0.656842566,2.914856168
4811,1,6589,157.9115721,54.1742339,0.939310971,6808,91.5935334,0.559765525,356.172,0.652694302,2.914883345
4812,1,6593,157.3389801,53.97204911,0.939324312,6739,91.62133113,0.478238793,353.11,0.664466218,2.915193747
4813,1,6019,151.5362198,51.98035975,0.939327123,6208,87.54215453,0.491909121,339.279,0.657083026,2.915259158
4814,1,6031,151.5664647,51.9898358,0.939329288,6248,87.62937689,0.538482143,343.064,0.643945182,2.915309548
4815,1,5282,141.6899124,48.60199993,0.939329321,5413,82.00762937,0.474487963,316.264,0.663603613,2.915310329
4816,1,5256,142.1295603,48.75266216,0.939329692,5470,81.80554411,0.508710801,317.585,0.654855164,2.915318958
4817,0,7424,130.5193659,73.67726289,0.825437884,7568,97.22412448,0.608125819,333.905,0.836762064,1.771501285
4818,1,6146,152.9858081,52.47564897,0.939331783,6351,88.46089668,0.619057212,346.511,0.643233076,2.915367625
4819,1,6732,161.2270244,55.30232532,0.939332106,7032,92.58211823,0.775576037,362.142,0.645054159,2.91537514
4820,1,7374,166.9117763,57.25120468,0.939334385,7570,96.89617331,0.572782352,376.971,0.652074345,2.915428195
4821,1,6453,155.9288232,53.48093689,0.939341608,6605,90.64333832,0.60998204,350.242,0.661051174,2.915596327
4822,1,6600,157.4950939,54.01534866,0.939348081,6816,91.66995688,0.491327328,359.5,0.64173542,2.915747057
4823,1,6034,151.5674297,51.98208866,0.939348749,6268,87.65116892,0.47511811,350.85,0.615987938,2.915762595
4824,1,6889,162.1024408,55.59278656,0.939354212,7194,93.65547087,0.49668349,373.385,0.620943828,2.915889827
4825,1,6636,158.996084,54.52668745,0.939356001,6815,91.91962586,0.46719234,355.425,0.660116058,2.915931472
4826,1,4781,135.8914251,46.60276966,0.939356869,5020,78.02152436,0.665692008,307.848,0.633951356,2.915951693
4827,1,6321,154.8416256,53.10076583,0.939358775,6493,89.71146617,0.562266501,348.671,0.653377237,2.915996091
4828,1,6217,153.0341848,52.47896837,0.939363453,6336,88.97038974,0.729181328,339.134,0.67927881,2.916105052
4829,0,7155,128.8477204,72.69539467,0.825640748,7306,95.44647161,0.690104167,333.05,0.810588851,1.772433054
4830,1,6099,152.029929,52.13442238,0.939363845,6334,88.12200624,0.705739412,345.238,0.643030116,2.916114191
4831,1,5769,147.5437559,50.59467712,0.939367154,5874,85.70483612,0.64035964,328.839,0.670415066,2.916191273
4832,1,5577,145.0113521,49.72613873,0.939367517,5710,84.26658259,0.479123711,325.055,0.663279855,2.916199726
4833,1,5856,149.0323815,51.10455179,0.93936861,6031,86.34865821,0.52899729,336.424,0.650185069,2.916225195
4834,1,6865,160.259171,54.95394661,0.93936946,7026,93.49218938,0.52540946,357.82,0.673784759,2.91624498
4835,1,7069,164.0001523,56.23584903,0.939371475,7291,94.87112491,0.626184782,369.825,0.649494255,2.916291923
4836,1,6184,154.6836525,53.04051998,0.939373103,6472,88.73394697,0.49173028,348.11,0.641278008,2.916329865
4837,1,6479,156.4454961,53.64396987,0.939374691,6613,90.82576182,0.544453782,346.868,0.676689397,2.916366862
4838,1,6629,158.2849978,54.2733709,0.939377804,6799,91.87113226,0.476392382,357.037,0.653478696,2.91643941
4839,1,6472,156.7515365,53.74606599,0.939381311,6639,90.77668386,0.495255586,345.332,0.681984847,2.916521118
4840,1,5796,147.8501685,50.69365998,0.93938219,5932,85.90515934,0.527484529,331.255,0.663763483,2.916541607
4841,1,6862,161.9786837,55.53512159,0.939388518,7186,93.47175914,0.475866852,364.703,0.648308784,2.916689097
4842,1,7126,165.0507096,56.58796772,0.939389429,7381,95.2528477,0.59711748,378.186,0.626101561,2.916710322
4843,1,5900,149.5438731,51.27126722,0.939389796,6056,86.67244841,0.551247314,331.345,0.67530666,2.916718881
4844,1,6262,153.293867,52.55673251,0.939390329,6430,89.2918027,0.718036922,350.349,0.641093189,2.916731305
4845,1,5136,139.605644,47.86270582,0.93939301,5256,80.86629892,0.543492064,313.076,0.658468989,2.916793808
4846,1,6584,158.0529706,54.18287314,0.939403065,6709,91.55877436,0.478836364,356.302,0.651723177,2.917028231
4847,1,5976,151.3350881,51.87763861,0.939408481,6163,87.22889154,0.464335664,343.409,0.636791279,2.917154523
4848,1,4960,136.9802264,46.95677917,0.939408523,5077,79.46866138,0.484848485,303.676,0.675881563,2.917155496
4849,1,5917,149.349324,51.19529778,0.939412442,6035,86.79722568,0.668965517,334.33,0.665213013,2.917246905
4850,1,5803,148.5447735,50.91828861,0.939415435,5955,85.95701878,0.564164884,333.413,0.655990237,2.917316696
4851,1,5819,148.1196154,50.77228886,0.939416084,5940,86.07543733,0.47262833,333.021,0.659348436,2.917331849
4852,1,6555,158.5291986,54.33368932,0.939431702,6813,91.35691115,0.521065183,356.181,0.649293511,2.917696195
4853,1,6246,153.5116299,52.61310134,0.939433807,6401,89.17765525,0.776286354,346.767,0.65273413,2.917745315
4854,1,5153,139.1163686,47.67887296,0.939435209,5294,81.00002083,0.474318851,320.698,0.629618534,2.917778042
4855,1,5920,149.4937782,51.23520712,0.939435892,6089,86.81922659,0.587301587,339.044,0.647171591,2.917793966
4856,1,6433,155.7414048,53.37589553,0.939437127,6665,90.50276234,0.474935401,361.898,0.617235718,2.917822796
4857,1,6370,155.576384,53.3191223,0.939437636,6495,90.05851376,0.478228228,348.199,0.660228485,2.917834677
4858,1,5021,138.6303842,47.50949503,0.939442625,5112,79.95583627,0.808534622,308.055,0.664880447,2.917951119
4859,1,6458,157.6118458,54.01430793,0.939443209,6654,90.67844827,0.574044444,354.675,0.645129275,2.917964736
4860,1,5991,150.8792503,51.70557479,0.939446694,6173,87.33829694,0.506338742,340.625,0.648867683,2.91804609
4861,1,5939,150.0117468,51.4078633,0.939447721,6082,86.95843637,0.748173343,335.115,0.664561923,2.918070062
4862,1,6053,150.7246153,51.65121597,0.93945,6187,87.78905948,0.787638256,336.272,0.672665454,2.918123271
4863,1,5681,146.6019117,50.23810019,0.939450804,5812,85.0486558,0.490163934,326.941,0.667876065,2.91814203
4864,1,6782,160.3365225,54.9442362,0.939451925,6950,92.92529576,0.594912281,357.784,0.665772449,2.918168194
4865,1,6535,158.0383527,54.15594105,0.939453671,6693,91.21743487,0.467788117,353.894,0.655705848,2.918208965
4866,1,6050,152.5056121,52.25411452,0.939467757,6329,87.76730169,0.600198413,343.352,0.644890643,2.918537871
4867,1,4855,135.1499834,46.30729357,0.93946812,5011,78.62301183,0.503682955,308.065,0.642857002,2.918546367
4868,1,5547,145.4100929,49.82234047,0.939469222,5714,84.03963205,0.541646324,328.467,0.646077389,2.918572101
4869,1,6171,152.7142292,52.32381833,0.939471998,6291,88.64062968,0.599417193,340.739,0.667915807,2.918636943
4870,1,5629,146.0439734,50.03747723,0.939474346,5807,84.6585223,0.47167756,327.578,0.659191591,2.918691778
4871,1,6928,162.0030248,55.50469669,0.939475829,7094,93.92019786,0.494256974,363.644,0.658362204,2.918726423
4872,1,6203,153.478201,52.58333939,0.93947731,6372,88.87015751,0.715951062,343.84,0.659323946,2.918761015
4873,1,5808,148.5485091,50.89435697,0.939477347,5973,85.99404209,0.665825977,333.784,0.655096746,2.918761881
4874,1,4990,138.0739867,47.30311894,0.939484085,5142,79.70862769,0.533119658,312.969,0.640188348,2.918919299
4875,1,6693,158.9185601,54.44362306,0.939485672,6814,92.31355411,0.799259613,356.675,0.661127693,2.918956366
4876,1,6175,153.3509535,52.53555962,0.939487258,6314,88.66935315,0.818097509,342.682,0.660791184,2.918993433
4877,1,5936,149.6496576,51.26706699,0.939488448,6102,86.9364707,0.473818646,332.095,0.676361817,2.919021242
